"","algorithm","iterations","swarm_size","design_pts","problem","obj_value","time"
"4424","DE",100,100,5,"2",-7.83109349648371,1.07424354553223
"4425","DE",100,100,5,"3",33.7005354058266,1.30583024024963
"4426","DE",100,100,5,"4",-4.06083854043521,0.933871746063232
"4427","DE",100,100,5,"5",-5.68469280078151,0.988948106765747
"4428","DE",100,100,5,"6",-44.0001533151256,1.4658522605896
"4429","DE",200,20,3,"1",-1.12610077330305,0.541361808776855
"4430","DE",200,20,3,"2",-7.58789450210092,0.575953722000122
"4431","DE",200,20,3,"3",6.64729080208878,0.713984727859497
"4432","DE",200,20,3,"4",-0.527832538608305,0.549561738967896
"4433","DE",200,20,3,"5",-3.52823509672329,0.623258352279663
"4434","DE",200,20,3,"6",-74.896140001852,0.78774356842041
"4435","DE",200,20,4,"1",-1.1389619919334,0.572219133377075
"4436","DE",200,20,4,"2",-7.581590641407,0.597057104110718
"4437","DE",200,20,4,"3",34.018455304384,0.633268356323242
"4438","DE",200,20,4,"4",-0.660584107474639,0.570713043212891
"4439","DE",200,20,4,"5",-3.65574125824995,0.641898393630981
"4440","DE",200,20,4,"6",-39.5463796338893,0.735835790634155
"4441","DE",200,20,5,"1",-1.19741050464977,0.609618186950684
"4442","DE",200,20,5,"2",-7.51827317327604,0.636864900588989
"4443","DE",200,20,5,"3",33.9179048854172,0.678083181381226
"4444","DE",200,20,5,"4",-2.63171386340194,0.547795295715332
"4445","DE",200,20,5,"5",-3.78635679601277,0.58674955368042
"4446","DE",200,20,5,"6",-39.7167462099893,0.71460223197937
"4447","DE",200,50,3,"1",-1.12647146071394,1.05138874053955
"4448","DE",200,50,3,"2",-7.63079869344363,1.06770133972168
"4449","DE",200,50,3,"3",6.48118007846595,1.40431571006775
"4450","DE",200,50,3,"4",-0.29517680464162,1.0604784488678
"4451","DE",200,50,3,"5",-3.52751218729708,1.19462919235229
"4452","DE",200,50,3,"6",-62.953767116691,1.61209607124329
"4453","DE",200,50,4,"1",-1.13171216659195,1.15862321853638
"4454","DE",200,50,4,"2",-7.57152163237187,1.11777567863464
"4455","DE",200,50,4,"3",33.9709883248522,1.32244801521301
"4456","DE",200,50,4,"4",-0.309593850233725,1.09041714668274
"4457","DE",200,50,4,"5",-3.63971576073956,1.2070426940918
"4458","DE",200,50,4,"6",-39.6165084169192,1.51391959190369
"4459","DE",200,50,5,"1",-1.16055593901753,1.06653141975403
"4460","DE",200,50,5,"2",-7.64506754536663,1.15457248687744
"4461","DE",200,50,5,"3",33.9436898820881,1.45528388023376
"4462","DE",200,50,5,"4",-0.664127526296484,1.0437593460083
"4463","DE",200,50,5,"5",-4.12115352742014,1.24760365486145
"4464","DE",200,50,5,"6",-40.1616331192392,1.49502778053284
"4465","DE",200,100,3,"1",-1.12618316561753,1.9109034538269
"4466","DE",200,100,3,"2",-7.63056006733921,1.89896726608276
"4467","DE",200,100,3,"3",6.77987062379939,2.59851765632629
"4468","DE",200,100,3,"4",-0.29382850656744,1.93186593055725
"4469","DE",200,100,3,"5",-3.53513027962581,2.26104545593262
"4470","DE",200,100,3,"6",-64.414924025285,2.89203000068665
"4471","DE",200,100,4,"1",-1.13059496765939,2.07556533813477
"4472","DE",200,100,4,"2",-7.54069567927746,2.06214070320129
"4473","DE",200,100,4,"3",33.9989966405726,2.35290813446045
"4474","DE",200,100,4,"4",-0.342854954978272,1.95169377326965
"4475","DE",200,100,4,"5",-3.56101258685492,2.20987439155579
"4476","DE",200,100,4,"6",-39.9866462192004,2.86141991615295
"4477","DE",200,100,5,"1",-1.15344406523788,2.02722096443176
"4478","DE",200,100,5,"2",-7.55410955125344,2.17748832702637
"4479","DE",200,100,5,"3",33.9751587379722,2.52132964134216
"4480","DE",200,100,5,"4",-1.00672088554155,2.0320291519165
"4481","DE",200,100,5,"5",-3.91795278445053,2.36987781524658
"4482","DE",200,100,5,"6",-39.6839946501456,2.89687323570251
"4483","DE",500,20,3,"1",-1.12591203450923,1.0538432598114
"4484","DE",500,20,3,"2",-7.57854567853837,1.05114316940308
"4485","DE",500,20,3,"3",6.61846790324282,1.46621203422546
"4486","DE",500,20,3,"4",-0.292202213343014,1.1073682308197
"4487","DE",500,20,3,"5",-3.52665653888545,1.20429491996765
"4488","DE",500,20,3,"6",-74.3268815655323,1.61256146430969
"4489","DE",500,20,4,"1",-1.12610317761044,1.16320037841797
"4490","DE",500,20,4,"2",-7.51096256791753,1.14175963401794
"4491","DE",500,20,4,"3",34.024767087404,1.3133807182312
"4492","DE",500,20,4,"4",-0.291525208679884,1.14891934394836
"4493","DE",500,20,4,"5",-3.52674825118956,1.30964064598083
"4494","DE",500,20,4,"6",-39.5059083681715,1.50010228157043
"4495","DE",500,20,5,"1",-1.12688802814917,1.20620465278625
"4496","DE",500,20,5,"2",-7.51441130995391,1.20255589485168
"4497","DE",500,20,5,"3",34.0190167372826,1.42281627655029
"4498","DE",500,20,5,"4",-0.30537720889461,1.12235474586487
"4499","DE",500,20,5,"5",-3.52973158406689,1.32554292678833
"4500","DE",500,20,5,"6",-39.5376930460222,1.59546995162964
"4501","DE",500,50,3,"1",-1.12591203007656,2.37967228889465
"4502","DE",500,50,3,"2",-7.57854597085861,2.35891032218933
"4503","DE",500,50,3,"3",6.7867235296536,3.106764793396
"4504","DE",500,50,3,"4",-0.29122749311041,2.42763686180115
"4505","DE",500,50,3,"5",-3.526656625106,2.66081690788269
"4506","DE",500,50,3,"6",-61.1887939254833,3.48079514503479
"4507","DE",500,50,4,"1",-1.1259128268188,2.61126947402954
"4508","DE",500,50,4,"2",-7.51356270613597,2.56176686286926
"4509","DE",500,50,4,"3",34.0240867128556,2.9784414768219
"4510","DE",500,50,4,"4",-0.29144602028263,2.50403928756714
"4511","DE",500,50,4,"5",-3.52990338248603,2.89857172966003
"4512","DE",500,50,4,"6",-39.5055212065119,3.35726499557495
"4513","DE",500,50,5,"1",-1.12709220195384,2.73008060455322
"4514","DE",500,50,5,"2",-7.51189440731253,2.75414061546326
"4515","DE",500,50,5,"3",34.0159015042814,3.17383003234863
"4516","DE",500,50,5,"4",-0.29776319677659,2.60578560829163
"4517","DE",500,50,5,"5",-3.52673517549896,2.90776801109314
"4518","DE",500,50,5,"6",-39.5158648311386,3.66152834892273
"4519","DE",500,100,3,"1",-1.12591197590803,4.53066182136536
"4520","DE",500,100,3,"2",-7.6302012503539,4.59909749031067
"4521","DE",500,100,3,"3",7.15787794702098,5.77482771873474
"4522","DE",500,100,3,"4",-0.291227370533234,4.47236585617065
"4523","DE",500,100,3,"5",-3.52665675826302,5.11949968338013
"4524","DE",500,100,3,"6",-61.3374152655917,6.7151825428009
"4525","DE",500,100,4,"1",-1.12592386572225,4.83399724960327
"4526","DE",500,100,4,"2",-7.51132331701949,4.86570262908936
"4527","DE",500,100,4,"3",34.0248828483386,5.67592215538025
"4528","DE",500,100,4,"4",-0.291250184670448,4.79696464538574
"4529","DE",500,100,4,"5",-3.53075230828535,5.36661648750305
"4530","DE",500,100,4,"6",-39.5052455597702,6.54305672645569
"4531","DE",500,100,5,"1",-1.12621159338943,4.75644159317017
"4532","DE",500,100,5,"2",-7.51297343552514,5.27509260177612
"4533","DE",500,100,5,"3",34.0107892102961,6.20146083831787
"4534","DE",500,100,5,"4",-0.29824611747563,4.83227705955505
"4535","DE",500,100,5,"5",-3.5304723483079,5.63548278808594
"4536","DE",500,100,5,"6",-39.5346706348542,7.00213217735291
"4537","DE",1000,20,3,"1",-1.12591195330773,1.98099160194397
"4538","DE",1000,20,3,"2",-7.57854559648881,1.98351240158081
"4539","DE",1000,20,3,"3",7.0643809946292,2.53888773918152
"4540","DE",1000,20,3,"4",-0.291227264241112,2.04786324501038
"4541","DE",1000,20,3,"5",-3.52665652715374,2.17035913467407
"4542","DE",1000,20,3,"6",-61.2002007032275,2.85292291641235
"4543","DE",1000,20,4,"1",-1.12591211345398,2.12622976303101
"4544","DE",1000,20,4,"2",-7.51059747381021,2.12298989295959
"4545","DE",1000,20,4,"3",34.0213575864151,2.47178244590759
"4546","DE",1000,20,4,"4",-0.291231718231277,2.07817935943604
"4547","DE",1000,20,4,"5",-3.52665655594566,2.30499362945557
"4548","DE",1000,20,4,"6",-39.5050287788353,2.91090202331543
"4549","DE",1000,20,5,"1",-1.12593127382174,2.23263216018677
"4550","DE",1000,20,5,"2",-7.51066602131046,2.24402213096619
"4551","DE",1000,20,5,"3",34.0250857561472,2.63464307785034
"4552","DE",1000,20,5,"4",-0.291595155325108,2.28697538375854
"4553","DE",1000,20,5,"5",-3.52737335320305,2.45283818244934
"4554","DE",1000,20,5,"6",-39.5052195546323,2.84673118591309
"4555","DE",1000,50,3,"1",-1.12591195329855,4.58633327484131
"4556","DE",1000,50,3,"2",-7.57854559636099,4.53031468391418
"4557","DE",1000,50,3,"3",7.12193865125058,5.87870240211487
"4558","DE",1000,50,3,"4",-0.291227264236884,4.56795430183411
"4559","DE",1000,50,3,"5",-3.5266565271538,5.09613227844238
"4560","DE",1000,50,3,"6",-61.2144663783861,6.58849143981934
"4561","DE",1000,50,4,"1",-1.12591260436919,4.93033456802368
"4562","DE",1000,50,4,"2",-7.5105977370604,4.92439150810242
"4563","DE",1000,50,4,"3",34.0252050746127,5.61952424049377
"4564","DE",1000,50,4,"4",-0.291227396170937,4.970379114151
"4565","DE",1000,50,4,"5",-3.5266574621879,5.48621821403503
"4566","DE",1000,50,4,"6",-39.5050291548705,6.48563933372498
"4567","DE",1000,50,5,"1",-1.12591247593717,5.29730629920959
"4568","DE",1000,50,5,"2",-7.51227717489692,5.4284975528717
"4569","DE",1000,50,5,"3",34.0200191748061,6.22126245498657
"4570","DE",1000,50,5,"4",-0.292476655280417,4.9561014175415
"4571","DE",1000,50,5,"5",-3.52729090026787,5.84317898750305
"4572","DE",1000,50,5,"6",-39.5055784743277,6.85605096817017
"4573","DE",1000,100,3,"1",-1.12591195329855,8.80441498756409
"4574","DE",1000,100,3,"2",-7.57854559635338,8.91014862060547
"4575","DE",1000,100,3,"3",7.12485042004177,11.3631391525269
"4576","DE",1000,100,3,"4",-0.291227264236785,8.81440234184265
"4577","DE",1000,100,3,"5",-3.52665652715373,9.90576863288879
"4578","DE",1000,100,3,"6",-61.0784485224148,12.8109180927277
"4579","DE",1000,100,4,"1",-1.12591225039186,9.42555665969849
"4580","DE",1000,100,4,"2",-7.5105960889667,9.56034255027771
"4581","DE",1000,100,4,"3",34.0251477554952,11.1677803993225
"4582","DE",1000,100,4,"4",-0.291231484963456,9.53478789329529
"4583","DE",1000,100,4,"5",-3.52665847361514,10.5911757946014
"4584","DE",1000,100,4,"6",-39.5043029565095,13.2897579669952
"4585","DE",1000,100,5,"1",-1.12598670479563,10.176084280014
"4586","DE",1000,100,5,"2",-7.54225787255039,10.4310100078583
"4587","DE",1000,100,5,"3",34.0236025723797,12.0072293281555
"4588","DE",1000,100,5,"4",-0.291585767153585,10.116824388504
"4589","DE",1000,100,5,"5",-3.52667107746612,11.1829853057861
"4590","DE",1000,100,5,"6",-39.5050360204923,13.6647527217865
"4591","PSO",50,20,3,"1",-1.12837221773666,0.329465389251709
"4592","PSO",50,20,3,"2",-7.668716281772,0.340352058410645
"4593","PSO",50,20,3,"3",5.61998865505,0.506470918655396
"4594","PSO",50,20,3,"4",-11.8244061648991,0.388515949249268
"4595","PSO",50,20,3,"5",-8.68626185839137,0.362896919250488
"4596","PSO",50,20,3,"6",-75.417360824096,0.53931450843811
"4597","PSO",50,20,4,"1",-1.12851339722435,0.451064109802246
"4598","PSO",50,20,4,"2",-7.63729946156052,0.384058713912964
"4599","PSO",50,20,4,"3",33.6557627912624,0.474992752075195
"4600","PSO",50,20,4,"4",-9.87693389636979,0.435130834579468
"4601","PSO",50,20,4,"5",-9.57059133270289,0.421874046325684
"4602","PSO",50,20,4,"6",-50.7767847497288,0.506758213043213
"4603","PSO",50,20,5,"1",-1.12820840998838,0.435865163803101
"4604","PSO",50,20,5,"2",-7.66507194615477,0.423157215118408
"4605","PSO",50,20,5,"3",34.0089835521864,0.54036545753479
"4606","PSO",50,20,5,"4",-8.41635889484311,0.49703574180603
"4607","PSO",50,20,5,"5",-9.7992759146166,0.472153902053833
"4608","PSO",50,20,5,"6",-55.0844199128389,0.587149620056152
"4609","PSO",50,50,3,"1",-1.12912506241729,0.526271820068359
"4610","PSO",50,50,3,"2",-7.66734270540473,0.560967922210693
"4611","PSO",50,50,3,"3",4.25939923623976,0.904520988464355
"4612","PSO",50,50,3,"4",-7.51213151131368,0.644492387771606
"4613","PSO",50,50,3,"5",-7.55069720237706,0.62142276763916
"4614","PSO",50,50,3,"6",-75.3712709542509,0.962188005447388
"4615","PSO",50,50,4,"1",-1.12954006310974,0.680039644241333
"4616","PSO",50,50,4,"2",-7.63281719594,0.723869800567627
"4617","PSO",50,50,4,"3",34.0112319881486,0.848955154418945
"4618","PSO",50,50,4,"4",-7.60144557120946,0.758477210998535
"4619","PSO",50,50,4,"5",-9.42671641612452,0.830260992050171
"4620","PSO",50,50,4,"6",-50.6479685912684,0.942653656005859
"4621","PSO",50,50,5,"1",-1.12699573612968,0.771546125411987
"4622","PSO",50,50,5,"2",-7.6641290155539,0.830642938613892
"4623","PSO",50,50,5,"3",33.94925305617,1.00255441665649
"4624","PSO",50,50,5,"4",-5.69487082472297,0.934933423995972
"4625","PSO",50,50,5,"5",-9.39673890247776,0.892398357391357
"4626","PSO",50,50,5,"6",-50.6939732119681,1.12784457206726
"4627","PSO",50,100,3,"1",-1.12697632866544,0.921722888946533
"4628","PSO",50,100,3,"2",-7.66468289181925,0.937496185302734
"4629","PSO",50,100,3,"3",6.41048275861931,1.60126161575317
"4630","PSO",50,100,3,"4",-6.78234331164964,0.97249174118042
"4631","PSO",50,100,3,"5",-3.61093609927128,1.12529015541077
"4632","PSO",50,100,3,"6",-75.3445925661243,1.60892009735107
"4633","PSO",50,100,4,"1",-1.12623644700782,1.17820477485657
"4634","PSO",50,100,4,"2",-7.58738807435911,1.23328185081482
"4635","PSO",50,100,4,"3",34.0220228844905,1.46618604660034
"4636","PSO",50,100,4,"4",-2.94308687665465,1.18857669830322
"4637","PSO",50,100,4,"5",-9.33791753673706,1.33383774757385
"4638","PSO",50,100,4,"6",-50.5287449672717,1.61561226844788
"4639","PSO",50,100,5,"1",-1.12703410936993,1.55538988113403
"4640","PSO",50,100,5,"2",-7.66400826151436,1.50470638275146
"4641","PSO",50,100,5,"3",34.02179348986,1.72629022598267
"4642","PSO",50,100,5,"4",-2.95200740607845,1.63983416557312
"4643","PSO",50,100,5,"5",-3.75019169241659,1.57638144493103
"4644","PSO",50,100,5,"6",-50.5022881146977,1.93524098396301
"4645","PSO",100,20,3,"1",-1.12640061694579,0.461553812026978
"4646","PSO",100,20,3,"2",-7.57978547078542,0.458291530609131
"4647","PSO",100,20,3,"3",5.30604292518744,0.7941575050354
"4648","PSO",100,20,3,"4",-11.6673791495513,0.63655424118042
"4649","PSO",100,20,3,"5",-3.58678296630113,0.543511867523193
"4650","PSO",100,20,3,"6",-75.1792623992498,0.846164703369141
"4651","PSO",100,20,4,"1",-1.12621177153441,0.586901426315308
"4652","PSO",100,20,4,"2",-7.63345901373573,0.603878498077393
"4653","PSO",100,20,4,"3",34.0224406300379,0.690144777297974
"4654","PSO",100,20,4,"4",-12.0048363692041,0.627105712890625
"4655","PSO",100,20,4,"5",-3.78276117627093,0.682925224304199
"4656","PSO",100,20,4,"6",-50.5067000386884,0.781252384185791
"4657","PSO",100,20,5,"1",-1.1262519251051,0.705758094787598
"4658","PSO",100,20,5,"2",-7.66324150132395,0.728174924850464
"4659","PSO",100,20,5,"3",34.0212971437868,0.847231864929199
"4660","PSO",100,20,5,"4",-10.7961284667225,0.713915109634399
"4661","PSO",100,20,5,"5",-3.85545372666717,0.832712173461914
"4662","PSO",100,20,5,"6",-50.4893878343004,0.860907077789307
"4663","PSO",100,50,3,"1",-1.12601423269341,0.88224196434021
"4664","PSO",100,50,3,"2",-7.63022207586879,0.900222301483154
"4665","PSO",100,50,3,"3",6.91070648083886,1.65943360328674
"4666","PSO",100,50,3,"4",-8.19451903615524,0.988398790359497
"4667","PSO",100,50,3,"5",-3.6492737963966,1.07719850540161
"4668","PSO",100,50,3,"6",-74.3482384724084,1.66175937652588
"4669","PSO",100,50,4,"1",-1.12635578756398,1.12470269203186
"4670","PSO",100,50,4,"2",-7.63056654647572,1.18984603881836
"4671","PSO",100,50,4,"3",34.0243540815507,1.42201447486877
"4672","PSO",100,50,4,"4",-10.2736866608853,1.24593353271484
"4673","PSO",100,50,4,"5",-3.61812035251913,1.46501994132996
"4674","PSO",100,50,4,"6",-50.4908602823163,1.61315822601318
"4675","PSO",100,50,5,"1",-1.12626473408726,1.48930740356445
"4676","PSO",100,50,5,"2",-7.63049754621103,1.53980159759521
"4677","PSO",100,50,5,"3",34.0246264424075,1.72074842453003
"4678","PSO",100,50,5,"4",-12.1636947169389,1.57558012008667
"4679","PSO",100,50,5,"5",-3.53552327153806,1.72503924369812
"4680","PSO",100,50,5,"6",-50.4899464849813,2.04393577575684
"4681","PSO",100,100,3,"1",-1.12596661474354,1.59923434257507
"4682","PSO",100,100,3,"2",-7.63025797202476,1.62082052230835
"4683","PSO",100,100,3,"3",6.41480509643562,3.02965641021729
"4684","PSO",100,100,3,"4",-5.31111898384255,1.69806933403015
"4685","PSO",100,100,3,"5",-3.55286850903852,1.94975686073303
"4686","PSO",100,100,3,"6",-75.0665803035825,3.01726198196411
"4687","PSO",100,100,4,"1",-1.12598395023267,2.17731499671936
"4688","PSO",100,100,4,"2",-7.66299203061582,2.26741790771484
"4689","PSO",100,100,4,"3",34.0248138286863,2.6050751209259
"4690","PSO",100,100,4,"4",-7.6287755904801,2.28613138198853
"4691","PSO",100,100,4,"5",-3.67038537527187,2.58001947402954
"4692","PSO",100,100,4,"6",-50.4880171809603,2.89456343650818
"4693","PSO",100,100,5,"1",-1.12596700515564,2.71037745475769
"4694","PSO",100,100,5,"2",-7.51110802999502,2.84220361709595
"4695","PSO",100,100,5,"3",34.0245898340598,3.28067874908447
"4696","PSO",100,100,5,"4",-5.29941071862769,2.83385324478149
"4697","PSO",100,100,5,"5",-3.64968289475937,3.43443489074707
"4698","PSO",100,100,5,"6",-50.4868532515309,3.7897937297821
"4699","PSO",200,20,3,"1",-1.12599723503303,0.749494552612305
"4700","PSO",200,20,3,"2",-7.66241590836395,0.742206335067749
"4701","PSO",200,20,3,"3",6.19880114969794,1.31602907180786
"4702","PSO",200,20,3,"4",-9.7294016711127,0.799886226654053
"4703","PSO",200,20,3,"5",-3.54341340628892,0.887629747390747
"4704","PSO",200,20,3,"6",-75.180739768606,1.56117153167725
"4705","PSO",200,20,4,"1",-1.12614656169133,0.954773426055908
"4706","PSO",200,20,4,"2",-7.63036527896782,1.00339341163635
"4707","PSO",200,20,4,"3",34.0249813160159,1.11803340911865
"4708","PSO",200,20,4,"4",-8.28004169778133,1.03532338142395
"4709","PSO",200,20,4,"5",-3.62573040412666,1.09672141075134
"4710","PSO",200,20,4,"6",-50.4885994120909,1.31731986999512
"4711","PSO",200,20,5,"1",-1.12598752712905,1.20946216583252
"4712","PSO",200,20,5,"2",-7.51191348017857,1.24848222732544
"4713","PSO",200,20,5,"3",34.0212645155299,1.39957094192505
"4714","PSO",200,20,5,"4",-5.06715156950755,1.2924976348877
"4715","PSO",200,20,5,"5",-3.5361373052954,1.36460161209106
"4716","PSO",200,20,5,"6",-50.4873662972729,1.49396276473999
"4717","PSO",200,50,3,"1",-1.12595976228839,1.56560707092285
"4718","PSO",200,50,3,"2",-7.6302249319894,1.58673977851868
"4719","PSO",200,50,3,"3",6.1200672284558,3.30712294578552
"4720","PSO",200,50,3,"4",-8.16340570338089,1.7722327709198
"4721","PSO",200,50,3,"5",-3.52764717870034,1.82024502754211
"4722","PSO",200,50,3,"6",-75.1316239385611,2.9872682094574
"4723","PSO",200,50,4,"1",-1.12599567348452,2.16424226760864
"4724","PSO",200,50,4,"2",-7.5785752645059,2.16645503044128
"4725","PSO",200,50,4,"3",34.0251423060918,2.52249884605408
"4726","PSO",200,50,4,"4",-9.26275424108423,2.51005339622498
"4727","PSO",200,50,4,"5",-3.52821771083408,2.47524118423462
"4728","PSO",200,50,4,"6",-50.4864947528121,2.85859966278076
"4729","PSO",200,50,5,"1",-1.12591676710324,2.81434917449951
"4730","PSO",200,50,5,"2",-7.6302299371678,2.84376454353333
"4731","PSO",200,50,5,"3",34.0249804937096,3.29638743400574
"4732","PSO",200,50,5,"4",-7.91296355992544,3.05924940109253
"4733","PSO",200,50,5,"5",-3.52701685657074,3.16562747955322
"4734","PSO",200,50,5,"6",-50.4864758922605,3.63296604156494
"4735","PSO",200,100,3,"1",-1.12591289357087,2.91813707351685
"4736","PSO",200,100,3,"2",-7.57859393174983,3.08765482902527
"4737","PSO",200,100,3,"3",6.57034251689835,6.18777227401733
"4738","PSO",200,100,3,"4",-4.16993985821049,3.6531548500061
"4739","PSO",200,100,3,"5",-3.52666364581481,3.5270037651062
"4740","PSO",200,100,3,"6",-75.017818762606,6.41351413726807
"4741","PSO",200,100,4,"1",-1.12591748229817,4.10979390144348
"4742","PSO",200,100,4,"2",-7.57854873223103,4.13691687583923
"4743","PSO",200,100,4,"3",34.02513025353,4.85962414741516
"4744","PSO",200,100,4,"4",-5.79871590992859,4.18040108680725
"4745","PSO",200,100,4,"5",-3.52738758288576,4.80276322364807
"4746","PSO",200,100,4,"6",-50.4863135514955,5.30136132240295
"4747","PSO",200,100,5,"1",-1.12593829148772,5.30083084106445
"4748","PSO",200,100,5,"2",-7.63020758401142,5.37522959709167
"4749","PSO",200,100,5,"3",34.0250813166487,6.21462512016296
"4750","PSO",200,100,5,"4",-6.60460996692071,6.53766345977783
"4751","PSO",200,100,5,"5",-3.52675016419785,6.16389489173889
"4752","PSO",200,100,5,"6",-50.486323810155,7.02188158035278
"4753","PSO",500,20,3,"1",-1.12597409327783,1.52615308761597
"4754","PSO",500,20,3,"2",-7.66232342605002,1.51672863960266
"4755","PSO",500,20,3,"3",6.54240499417951,3.07856035232544
"4756","PSO",500,20,3,"4",-10.380045561693,1.9590585231781
"4757","PSO",500,20,3,"5",-3.52675341661758,1.93370890617371
"4758","PSO",500,20,3,"6",-75.1020158824243,3.5779926776886
"4759","PSO",500,20,4,"1",-1.1259566314766,2.10916376113892
"4760","PSO",500,20,4,"2",-7.63021818742144,2.18136811256409
"4761","PSO",500,20,4,"3",34.0251078022507,2.39567041397095
"4762","PSO",500,20,4,"4",-12.2366019765759,2.23067831993103
"4763","PSO",500,20,4,"5",-3.52817547947746,2.50952506065369
"4764","PSO",500,20,4,"6",-50.4863357234747,2.78682923316956
"4765","PSO",500,20,5,"1",-1.12596228961859,2.75269651412964
"4766","PSO",500,20,5,"2",-7.63023599715355,2.74846339225769
"4767","PSO",500,20,5,"3",34.0251499337988,3.14818072319031
"4768","PSO",500,20,5,"4",-10.0893293548659,2.96244597434998
"4769","PSO",500,20,5,"5",-3.52687840583052,3.1674587726593
"4770","PSO",500,20,5,"6",-50.4863413523576,3.4236216545105
"4771","PSO",500,50,3,"1",-1.1259128853428,3.61824703216553
"4772","PSO",500,50,3,"2",-7.66231974227323,3.59507060050964
"4773","PSO",500,50,3,"3",6.19913989483195,7.93011260032654
"4774","PSO",500,50,3,"4",-10.2678402436132,3.67623019218445
"4775","PSO",500,50,3,"5",-3.52665756699772,4.15088653564453
"4776","PSO",500,50,3,"6",-75.0722739770723,8.03059697151184
"4777","PSO",500,50,4,"1",-1.12591403838213,5.03448057174683
"4778","PSO",500,50,4,"2",-7.63020294592988,5.01135611534119
"4779","PSO",500,50,4,"3",34.0252022882985,5.71784830093384
"4780","PSO",500,50,4,"4",-10.798224420394,5.17503452301025
"4781","PSO",500,50,4,"5",-3.52667929617671,5.72151565551758
"4782","PSO",500,50,4,"6",-50.4862714162458,6.37099838256836
"4783","PSO",500,50,5,"1",-1.12592389894053,6.56256580352783
"4784","PSO",500,50,5,"2",-7.63020135183871,6.62036657333374
"4785","PSO",500,50,5,"3",34.0251857584582,8.00338315963745
"4786","PSO",500,50,5,"4",-8.48222967553239,7.78374981880188
"4787","PSO",500,50,5,"5",-3.52666127653132,7.56158113479614
"4788","PSO",500,50,5,"6",-50.4862875383644,8.49652409553528
"4789","PSO",500,100,3,"1",-1.12591310263496,6.93220615386963
"4790","PSO",500,100,3,"2",-7.57854843415286,7.07540774345398
"4791","PSO",500,100,3,"3",7.24969922615513,15.2959671020508
"4792","PSO",500,100,3,"4",-8.56143070446274,7.16986131668091
"4793","PSO",500,100,3,"5",-3.52668649780067,8.10738229751587
"4794","PSO",500,100,3,"6",-74.9092289037423,16.180965423584
"4795","PSO",500,100,4,"1",-1.12591302746941,9.8447003364563
"4796","PSO",500,100,4,"2",-7.66232251407329,9.98679709434509
"4797","PSO",500,100,4,"3",34.0251960609187,11.4471189975739
"4798","PSO",500,100,4,"4",-7.37383818263054,10.2249290943146
"4799","PSO",500,100,4,"5",-3.52665846477349,11.354323387146
"4800","PSO",500,100,4,"6",-50.486274957276,12.4880082607269
"4801","PSO",500,100,5,"1",-1.12591228981839,13.0541310310364
"4802","PSO",500,100,5,"2",-7.6302019208853,13.1942892074585
"4803","PSO",500,100,5,"3",34.0251993144538,15.0521030426025
"4804","PSO",500,100,5,"4",-7.72374350235626,13.5415101051331
"4805","PSO",500,100,5,"5",-3.52665917896079,14.7463099956512
"4806","PSO",500,100,5,"6",-50.4862716397083,16.6477172374725
"4807","PSO",1000,20,3,"1",-1.12591332247864,2.87780094146729
"4808","PSO",1000,20,3,"2",-7.66233838880192,2.89192581176758
"4809","PSO",1000,20,3,"3",5.47115808268408,6.6338164806366
"4810","PSO",1000,20,3,"4",-6.23440027860936,3.0055091381073
"4811","PSO",1000,20,3,"5",-3.52676586958437,3.33806920051575
"4812","PSO",1000,20,3,"6",-75.4800122035806,6.95711731910706
"4813","PSO",1000,20,4,"1",-1.12592748023385,4.05695557594299
"4814","PSO",1000,20,4,"2",-7.51064543539011,4.00812125205994
"4815","PSO",1000,20,4,"3",34.025103052831,4.74779295921326
"4816","PSO",1000,20,4,"4",-9.42447782333175,4.28815960884094
"4817","PSO",1000,20,4,"5",-3.52729033467031,4.53533458709717
"4818","PSO",1000,20,4,"6",-50.4863004419656,5.13643455505371
"4819","PSO",1000,20,5,"1",-1.12593885268404,5.27757048606873
"4820","PSO",1000,20,5,"2",-7.51060039501538,5.41775393486023
"4821","PSO",1000,20,5,"3",34.0251761268734,6.16762328147888
"4822","PSO",1000,20,5,"4",-8.2530757207771,7.37049770355225
"4823","PSO",1000,20,5,"5",-3.5266603272536,5.98422122001648
"4824","PSO",1000,20,5,"6",-50.4863043049416,6.77926158905029
"4825","PSO",1000,50,3,"1",-1.12591291299768,6.91103744506836
"4826","PSO",1000,50,3,"2",-7.57854995147795,6.98683738708496
"4827","PSO",1000,50,3,"3",6.28902801993709,14.9856543540955
"4828","PSO",1000,50,3,"4",-8.99484226555063,7.14258623123169
"4829","PSO",1000,50,3,"5",-3.5266623967426,8.02197957038879
"4830","PSO",1000,50,3,"6",-74.8243038647284,16.3809690475464
"4831","PSO",1000,50,4,"1",-1.12591391051784,9.79165410995483
"4832","PSO",1000,50,4,"2",-7.63020157602178,9.87935590744019
"4833","PSO",1000,50,4,"3",34.0213558129079,11.08837890625
"4834","PSO",1000,50,4,"4",-7.34089366862147,10.3389580249786
"4835","PSO",1000,50,4,"5",-3.52666140967014,10.957070350647
"4836","PSO",1000,50,4,"6",-50.4862676924947,12.6293916702271
"4837","PSO",1000,50,5,"1",-1.12591271259583,12.9487116336823
"4838","PSO",1000,50,5,"2",-7.63020101717085,13.010101556778
"4839","PSO",1000,50,5,"3",34.0251921142914,14.8418114185333
